Sample	Mapping speed, Million of reads per hour	Number of input reads	Average input read length	Uniquely mapped reads number	Uniquely mapped reads %	Average mapped length	Number of splices: Total	Number of splices: Annotated (sjdb)	Number of splices: GT/AG	Number of splices: GC/AG	Number of splices: AT/AC	Number of splices: Non-canonical	Mismatch rate per base, %	Deletion rate per base	Deletion average length	Insertion rate per base	Insertion average length	Number of reads mapped to multiple loci	% of reads mapped to multiple loci	Number of reads mapped to too many loci	% of reads mapped to too many loci	% of reads unmapped: too many mismatches	% of reads unmapped: too short	% of reads unmapped: other	Number of chimeric reads	% of chimeric reads
s134-c37-2.500-HCMJNBBXX-l3	10.48	9399281.0	50.0	4870092.0	51.81	49.84	968061.0	962263.0	961087.0	5165.0	790.0	1019.0	0.17	0.01	1.39	0.0	1.18	1731552.0	18.42	22530.0	0.24	0.0	29.48	0.05	0.0	0.0
s023-c21.1-1.250-HCMYYBBXX-l5	198.34	27547727.0	50.0	22564903.0	81.91	49.85	3841091.0	3801689.0	3807555.0	25936.0	3092.0	4508.0	0.13	0.0	1.3	0.01	1.21	4667302.0	16.94	65961.0	0.24	0.0	0.78	0.12	0.0	0.0
s045-c15.1-5.000-HCHFWBBXX-l4	0.54	11007.0	50.0	3364.0	30.56	49.67	582.0	576.0	576.0	3.0	1.0	2.0	0.24	0.01	2.1	0.01	1.31	672.0	6.11	25.0	0.23	0.0	62.81	0.29	0.0	0.0
s048-c19.1-1.250-HCMYYBBXX-l6	102.56	5612179.0	50.0	4426886.0	78.88	49.81	898889.0	892415.0	891794.0	5376.0	777.0	942.0	0.13	0.0	1.34	0.0	1.19	1068435.0	19.04	13764.0	0.25	0.0	1.78	0.06	0.0	0.0
s131-c37-0.000-HCMJNBBXX-l3	45.97	15297061.0	50.0	12020439.0	78.58	49.84	2064638.0	2050325.0	2047807.0	12696.0	1994.0	2141.0	0.16	0.0	1.46	0.0	1.2	2035019.0	13.3	31633.0	0.21	0.0	7.8	0.11	0.0	0.0
s097-c22-0.625-HFJYFBBXX-l2	114.6	13178670.0	50.0	8527096.0	64.7	49.9	1549558.0	1532047.0	1535935.0	10924.0	1280.0	1419.0	0.11	0.0	1.4	0.0	1.25	2170175.0	16.47	42649.0	0.32	0.0	18.39	0.12	0.0	0.0
s139-c38-2.500-HCMJNBBXX-l3	78.22	18967594.0	50.0	13203495.0	69.61	49.87	2533292.0	2517944.0	2513119.0	15717.0	2320.0	2136.0	0.17	0.0	1.38	0.0	1.19	3623758.0	19.1	49366.0	0.26	0.0	10.96	0.07	0.0	0.0
s184-c57-2.500-HCMJNBBXX-l4	41.12	24091230.0	50.0	12319813.0	51.14	49.85	2342650.0	2327266.0	2323152.0	14934.0	2278.0	2286.0	0.14	0.0	1.34	0.0	1.19	5191405.0	21.55	61367.0	0.25	0.0	27.01	0.05	0.0	0.0
s062-c25.1-0.625-HCMNYBBXX-l2	106.24	3393746.0	50.0	2975672.0	87.68	49.82	475840.0	471250.0	471252.0	3601.0	410.0	577.0	0.14	0.0	1.4	0.0	1.25	363325.0	10.71	7024.0	0.21	0.0	1.25	0.16	0.0	0.0
s049-c19.1-2.500-HCHFWBBXX-l4	122.78	28273971.0	50.0	22448517.0	79.4	49.81	4713146.0	4681053.0	4676860.0	27148.0	4171.0	4967.0	0.13	0.0	1.35	0.0	1.2	5352460.0	18.93	69029.0	0.24	0.0	1.37	0.06	0.0	0.0
s109-c30-2.500-HCMNYBBXX-l3	32.98	22315290.0	50.0	16991301.0	76.14	49.87	3518198.0	3495434.0	3492594.0	19820.0	2870.0	2914.0	0.18	0.0	1.4	0.0	1.21	4306285.0	19.3	61403.0	0.28	0.0	4.22	0.07	0.0	0.0
s113-c31.1-1.250-HCMNYBBXX-l3	37.49	30662248.0	50.0	24466226.0	79.79	49.83	4617116.0	4578832.0	4582177.0	26824.0	3330.0	4785.0	0.19	0.01	1.36	0.0	1.22	5112840.0	16.67	82156.0	0.27	0.0	3.18	0.09	0.0	0.0
s181-c57-0.000-HCMJNBBXX-l4	88.73	22404807.0	50.0	18872703.0	84.24	49.86	3341513.0	3318879.0	3311575.0	23305.0	3417.0	3216.0	0.13	0.0	1.41	0.0	1.21	2601323.0	11.61	46584.0	0.21	0.0	3.83	0.11	0.0	0.0
s008-c41-1.250-HCGYCBBXX-l5	130.78	23831442.0	50.0	19767253.0	82.95	49.85	3902754.0	3875474.0	3872775.0	23002.0	3352.0	3625.0	0.17	0.0	1.43	0.0	1.21	3532124.0	14.82	57442.0	0.24	0.0	1.9	0.09	0.0	0.0
s187-c62-0.625-HCMJNBBXX-l4	40.71	14111969.0	50.0	11563612.0	81.94	49.84	1857302.0	1838239.0	1840088.0	13267.0	1620.0	2327.0	0.15	0.0	1.43	0.0	1.22	1722670.0	12.21	33699.0	0.24	0.0	5.45	0.17	0.0	0.0
s143-c43.1-1.250-HCN2JBBXX-l5	20.64	17356920.0	50.0	13149241.0	75.76	49.85	2435653.0	2412199.0	2416473.0	14594.0	1951.0	2635.0	0.13	0.01	1.38	0.0	1.21	3267563.0	18.83	45800.0	0.26	0.0	5.03	0.12	0.0	0.0
s123-c35-1.250-HCMJNBBXX-l3	527.73	11140939.0	50.0	8814290.0	79.12	49.85	1670799.0	1656499.0	1656971.0	10747.0	1378.0	1703.0	0.18	0.0	1.46	0.0	1.24	1877094.0	16.85	27230.0	0.24	0.0	3.7	0.1	0.0	0.0
s048-c19.1-1.250-HCHFWBBXX-l4	130.61	41976917.0	50.0	33248666.0	79.21	49.81	6771352.0	6722535.0	6718695.0	39344.0	6001.0	7312.0	0.14	0.0	1.33	0.0	1.19	8048573.0	19.17	102692.0	0.24	0.0	1.31	0.06	0.0	0.0
s045-c15.1-5.000-HCMYYBBXX-l6	4.36	8477.0	50.0	3344.0	39.45	49.72	585.0	584.0	578.0	5.0	1.0	1.0	0.19	0.01	1.64	0.0	1.5	627.0	7.4	12.0	0.14	0.0	52.68	0.33	0.0	0.0
s087-c18-0.625-HCMJNBBXX-l2	80.84	28205463.0	50.0	18575810.0	65.86	49.9	3386267.0	3344934.0	3355313.0	24518.0	2818.0	3618.0	0.12	0.0	1.44	0.0	1.28	3325588.0	11.79	54999.0	0.19	0.0	22.04	0.12	0.0	0.0
s025-c21.1-5.000-HCHFWBBXX-l3	83.97	19126687.0	50.0	14924154.0	78.03	49.87	2850656.0	2831879.0	2826964.0	18629.0	2247.0	2816.0	0.15	0.0	1.31	0.0	1.21	4002521.0	20.93	48235.0	0.25	0.0	0.72	0.08	0.0	0.0
s128-c36-1.250-HCMJNBBXX-l3	25.77	19354120.0	50.0	12067136.0	62.35	49.84	2324031.0	2308369.0	2306463.0	13321.0	2041.0	2206.0	0.18	0.0	1.39	0.0	1.21	2931895.0	15.15	45371.0	0.23	0.0	22.21	0.06	0.0	0.0
s150-c44-5.000-HCN2JBBXX-l5	32.58	31125285.0	50.0	22790240.0	73.22	49.83	4561566.0	4531953.0	4525872.0	27657.0	3677.0	4360.0	0.13	0.0	1.37	0.0	1.2	5375908.0	17.27	74326.0	0.24	0.0	9.2	0.07	0.0	0.0
s084-c17.1-2.500-HCMJNBBXX-l2	98.99	17928920.0	50.0	6506512.0	36.29	49.9	1415365.0	1403568.0	1404997.0	8127.0	1114.0	1127.0	0.11	0.0	1.21	0.0	1.25	2712334.0	15.13	28334.0	0.16	0.0	48.38	0.04	0.0	0.0
s106-c30-0.000-HCHFWBBXX-l6	109.54	20660049.0	50.0	17696532.0	85.66	49.88	3250253.0	3227560.0	3222761.0	21428.0	2954.0	3110.0	0.11	0.0	1.46	0.0	1.23	2511971.0	12.16	42711.0	0.21	0.0	1.87	0.11	0.0	0.0
s190-c62-5.000-HFJTMBBXX-l4	103.35	19435156.0	50.0	15371696.0	79.09	49.84	3155545.0	3137059.0	3132548.0	17843.0	2441.0	2713.0	0.14	0.0	1.36	0.0	1.19	3049690.0	15.69	48607.0	0.25	0.0	4.89	0.07	0.0	0.0
s140-c38-5.000-HFJTMBBXX-l2	216.37	40027681.0	50.0	27808542.0	69.47	49.85	5533558.0	5500766.0	5490692.0	33314.0	4793.0	4759.0	0.12	0.0	1.4	0.0	1.19	7704729.0	19.25	98489.0	0.25	0.0	10.97	0.06	0.0	0.0
s122-c35-0.625-HFJTMBBXX-l2	252.16	32431213.0	50.0	27580050.0	85.04	49.88	4693108.0	4649295.0	4648870.0	34506.0	4446.0	5286.0	0.11	0.0	1.48	0.0	1.24	4114309.0	12.69	66030.0	0.2	0.0	1.94	0.13	0.0	0.0
s070-c10.1-5.000-HCHFWBBXX-l5	91.48	17177452.0	50.0	11930222.0	69.45	49.88	2814250.0	2792273.0	2793884.0	16489.0	1742.0	2135.0	0.13	0.0	1.37	0.0	1.26	3406307.0	19.83	40818.0	0.24	0.0	10.42	0.06	0.0	0.0
s082-c17.1-0.625-HCMJNBBXX-l2	89.33	15856000.0	50.0	7470038.0	47.11	49.9	1394901.0	1380608.0	1383635.0	8857.0	1052.0	1357.0	0.11	0.0	1.3	0.0	1.24	3139264.0	19.8	56767.0	0.36	0.0	32.65	0.08	0.0	0.0
s200-c72-5.000-HFJTMBBXX-l4	74.28	16671224.0	50.0	8021652.0	48.12	49.84	1583213.0	1573175.0	1571127.0	9298.0	1342.0	1446.0	0.12	0.01	1.3	0.0	1.19	3646694.0	21.87	41137.0	0.25	0.0	29.72	0.04	0.0	0.0
s008-c41-1.250-HCMYYBBXX-l4	187.31	11602893.0	50.0	9583893.0	82.6	49.87	1901162.0	1888032.0	1886536.0	11180.0	1684.0	1762.0	0.11	0.0	1.45	0.0	1.21	1704687.0	14.69	28192.0	0.24	0.0	2.37	0.09	0.0	0.0
s049-c19.1-2.500-HCMYYBBXX-l6	68.05	5802997.0	50.0	4592189.0	79.13	49.81	961772.0	955202.0	954266.0	5633.0	905.0	968.0	0.12	0.0	1.34	0.0	1.21	1088183.0	18.75	14266.0	0.25	0.0	1.81	0.06	0.0	0.0
s156-c48.1-0.000-HFJTMBBXX-l3	140.97	22124563.0	50.0	18869248.0	85.29	49.83	3373631.0	3350508.0	3342574.0	23942.0	3359.0	3756.0	0.12	0.0	1.43	0.0	1.21	2463246.0	11.13	42295.0	0.19	0.0	3.28	0.11	0.0	0.0
s104-c29.1-2.500-HCHFWBBXX-l6	91.11	18347715.0	50.0	13707324.0	74.71	49.85	2656010.0	2638297.0	2635466.0	15816.0	1964.0	2764.0	0.12	0.01	1.36	0.0	1.2	3517579.0	19.17	47522.0	0.26	0.0	5.78	0.08	0.0	0.0
s163-c51-1.250-HCN2JBBXX-l6	66.46	110320055.0	50.0	87272691.0	79.11	49.81	20239033.0	20141516.0	20150558.0	63541.0	7315.0	17619.0	0.13	0.0	1.46	0.0	1.28	17464540.0	15.83	240869.0	0.22	0.0	4.78	0.06	0.0	0.0
s065-c25.1-5.000-HCMNYBBXX-l2	94.18	3348596.0	50.0	2670028.0	79.74	49.84	500252.0	496701.0	495915.0	3442.0	380.0	515.0	0.14	0.01	1.27	0.01	1.21	627035.0	18.73	9263.0	0.28	0.0	1.16	0.1	0.0	0.0
s044-c15.1-2.500-HCHFWBBXX-l4	102.16	24716055.0	50.0	18197059.0	73.62	49.82	3651665.0	3626776.0	3622332.0	21664.0	3257.0	4412.0	0.14	0.0	1.4	0.0	1.2	5429919.0	21.97	63983.0	0.26	0.0	4.09	0.06	0.0	0.0
s057-c32-0.625-HCHFWBBXX-l4	233.55	21279230.0	50.0	3422003.0	16.08	49.59	526820.0	520153.0	521511.0	3485.0	388.0	1436.0	0.18	0.01	1.48	0.0	1.25	1237051.0	5.81	17668.0	0.08	0.0	77.97	0.05	0.0	0.0
s168-c54.1-1.250-HFWGVBBXX-l1	206.49	9292079.0	50.0	7254305.0	78.07	49.83	1415967.0	1405650.0	1405194.0	8291.0	1162.0	1320.0	0.14	0.0	1.37	0.0	1.2	1611825.0	17.35	21105.0	0.23	0.0	4.27	0.08	0.0	0.0
s102-c29.1-0.625-HCHFWBBXX-l6	123.96	19455116.0	50.0	16789697.0	86.3	49.85	2823843.0	2798957.0	2796997.0	21125.0	2514.0	3207.0	0.12	0.0	1.43	0.0	1.23	2194062.0	11.28	37594.0	0.19	0.0	2.09	0.14	0.0	0.0
s090-c18-5.000-HFJYFBBXX-l2	26.88	9847842.0	50.0	7158078.0	72.69	49.92	1651936.0	1639309.0	1639490.0	10042.0	1240.0	1164.0	0.1	0.0	1.35	0.0	1.26	2142394.0	21.75	26295.0	0.27	0.0	5.23	0.06	0.0	0.0
s042-c15.1-0.625-HCHFWBBXX-l4	188.89	24503033.0	50.0	20589967.0	84.03	49.82	3459994.0	3424488.0	3427822.0	24157.0	3328.0	4687.0	0.14	0.0	1.46	0.0	1.21	3537268.0	14.44	57353.0	0.23	0.0	1.16	0.14	0.0	0.0
s206-c14-0.000-HFWGVBBXX-l2	100.89	23148182.0	50.0	18359250.0	79.31	49.84	3245171.0	3222570.0	3216311.0	22367.0	3104.0	3389.0	0.12	0.0	1.43	0.0	1.2	3074532.0	13.28	45420.0	0.2	0.0	7.11	0.1	0.0	0.0
s199-c72-2.500-HCMJNBBXX-l4	79.01	26006183.0	50.0	15257076.0	58.67	49.84	2986586.0	2968774.0	2963449.0	17941.0	2657.0	2539.0	0.13	0.0	1.32	0.0	1.2	4423344.0	17.01	56050.0	0.22	0.0	24.06	0.05	0.0	0.0
s100-c22-5.000-HCMJNBBXX-l2	58.97	10876096.0	50.0	5897020.0	54.22	49.89	1314513.0	1305224.0	1305069.0	7432.0	1126.0	886.0	0.12	0.0	1.37	0.0	1.24	1870417.0	17.2	23102.0	0.21	0.0	28.32	0.05	0.0	0.0
s179-c56-2.500-HCN2JBBXX-l6	14.8	3133473.0	50.0	2357270.0	75.23	49.84	462520.0	459760.0	459068.0	2621.0	372.0	459.0	0.12	0.0	1.38	0.0	1.2	549738.0	17.54	8128.0	0.26	0.0	6.9	0.07	0.0	0.0
s040-c2.1-5.000-HCMYYBBXX-l5	122.24	13786431.0	50.0	10811528.0	78.42	49.87	2229348.0	2215792.0	2211728.0	13437.0	2046.0	2137.0	0.12	0.0	1.39	0.0	1.22	2505629.0	18.17	35633.0	0.26	0.0	3.08	0.07	0.0	0.0
s211-c26.2-0.000-HCMJNBBXX-l5	76.17	6940188.0	50.0	6051930.0	87.2	49.83	1090043.0	1082227.0	1079860.0	7820.0	1045.0	1318.0	0.13	0.0	1.46	0.0	1.2	744469.0	10.73	12332.0	0.18	0.0	1.79	0.1	0.0	0.0
s078-c12.1-1.250-HCMNYBBXX-l2	33.84	20172445.0	50.0	15217258.0	75.44	49.89	3318178.0	3291770.0	3293376.0	19923.0	2191.0	2688.0	0.12	0.0	1.32	0.0	1.28	3215399.0	15.94	37671.0	0.19	0.0	8.36	0.07	0.0	0.0
s038-c2.1-1.250-HCHFWBBXX-l3	133.49	15833226.0	50.0	12316825.0	77.79	49.85	2413742.0	2396530.0	2394715.0	14284.0	2301.0	2442.0	0.15	0.0	1.31	0.0	1.21	3305190.0	20.88	41562.0	0.26	0.0	1.01	0.06	0.0	0.0
s185-c57-5.000-HCMJNBBXX-l4	35.28	12767964.0	50.0	6073252.0	47.57	49.86	1232244.0	1224569.0	1222405.0	7454.0	1243.0	1142.0	0.14	0.0	1.31	0.0	1.19	2671412.0	20.92	32856.0	0.26	0.0	31.21	0.04	0.0	0.0
s013-c60.1-1.250-HCMYYBBXX-l4	82.68	1630609.0	50.0	1332957.0	81.75	49.83	236122.0	233726.0	233956.0	1658.0	185.0	323.0	0.13	0.0	1.41	0.0	1.24	271384.0	16.64	3939.0	0.24	0.0	1.26	0.11	0.0	0.0
s018-c47.1-1.250-HCGYCBBXX-l5	136.78	17667612.0	50.0	14316606.0	81.03	49.85	2792447.0	2768339.0	2769407.0	18040.0	2028.0	2972.0	0.18	0.0	1.38	0.0	1.2	3039601.0	17.2	71106.0	0.4	0.0	1.25	0.11	0.0	0.0
s039-c2.1-2.500-HCMYYBBXX-l5	68.99	2088927.0	50.0	1642546.0	78.63	49.85	334073.0	331908.0	331384.0	2028.0	329.0	332.0	0.12	0.0	1.31	0.0	1.21	423934.0	20.29	5422.0	0.26	0.0	0.75	0.06	0.0	0.0
s186-c62-0.000-HCMJNBBXX-l4	36.05	12028020.0	50.0	10355635.0	86.1	49.86	1874514.0	1862521.0	1858677.0	12265.0	1653.0	1919.0	0.13	0.0	1.46	0.0	1.22	1347437.0	11.2	23234.0	0.19	0.0	2.4	0.11	0.0	0.0
s226-c58.2-0.000-HCMJNBBXX-l6	208.08	58550070.0	50.0	50422846.0	86.12	49.83	9062827.0	8997223.0	8973225.0	71341.0	7667.0	10594.0	0.12	0.0	1.42	0.0	1.21	6979327.0	11.92	108555.0	0.19	0.0	1.67	0.11	0.0	0.0
s130-c36-5.000-HFJTMBBXX-l2	107.86	10815983.0	50.0	6172326.0	57.07	49.84	1224184.0	1216693.0	1215076.0	6883.0	1085.0	1140.0	0.12	0.0	1.39	0.0	1.2	1758506.0	16.26	24074.0	0.22	0.0	26.4	0.05	0.0	0.0
s223-c52.2-1.250-HCMJNBBXX-l6	238.16	99761618.0	50.0	78827508.0	79.02	49.82	15037279.0	14909999.0	14920947.0	88067.0	11389.0	16876.0	0.13	0.0	1.38	0.0	1.21	18031782.0	18.07	253730.0	0.25	0.0	2.56	0.09	0.0	0.0
s135-c37-5.000-HCMJNBBXX-l3	43.88	22820093.0	50.0	12732928.0	55.8	49.86	2583630.0	2568715.0	2565268.0	13961.0	2062.0	2339.0	0.16	0.0	1.37	0.0	1.18	3690642.0	16.17	50106.0	0.22	0.0	27.76	0.05	0.0	0.0
s063-c25.1-1.250-HCHFWBBXX-l5	119.87	20611434.0	50.0	17610556.0	85.44	49.83	3040994.0	3008564.0	3015018.0	20206.0	2211.0	3559.0	0.15	0.01	1.3	0.0	1.22	2817273.0	13.67	45186.0	0.22	0.0	0.53	0.14	0.0	0.0
s080-c12.1-5.000-HCMNYBBXX-l2	148.19	23545392.0	50.0	17086555.0	72.57	49.91	3802627.0	3771731.0	3775567.0	21505.0	2380.0	3175.0	0.12	0.0	1.31	0.0	1.27	5065765.0	21.51	56450.0	0.24	0.0	5.61	0.07	0.0	0.0
s019-c47.1-2.500-HCMYYBBXX-l4	141.1	36724185.0	50.0	29659866.0	80.76	49.85	6215710.0	6173968.0	6165773.0	39530.0	4570.0	5837.0	0.12	0.0	1.36	0.0	1.19	6727385.0	18.32	88787.0	0.24	0.0	0.61	0.07	0.0	0.0
s096-c22-0.000-HFJYFBBXX-l2	140.15	19854464.0	50.0	15299680.0	77.06	49.91	3006188.0	2984392.0	2981397.0	19756.0	2775.0	2260.0	0.1	0.0	1.45	0.0	1.24	2757824.0	13.89	40059.0	0.2	0.0	8.75	0.1	0.0	0.0
s076-c12.1-0.000-HCHFWBBXX-l5	96.25	17431269.0	50.0	13926609.0	79.89	49.88	2832799.0	2809493.0	2807301.0	20969.0	2112.0	2417.0	0.12	0.0	1.41	0.0	1.28	2554500.0	14.65	33159.0	0.19	0.0	5.16	0.1	0.0	0.0
s174-c55.1-2.500-HFWGVBBXX-l1	73.73	19824306.0	50.0	14164094.0	71.45	49.85	2855656.0	2837850.0	2834198.0	16748.0	2374.0	2336.0	0.13	0.0	1.36	0.0	1.2	3381822.0	17.06	43310.0	0.22	0.0	11.22	0.06	0.0	0.0
s092-c27-0.625-HFJYFBBXX-l2	38.3	14872356.0	50.0	11970265.0	80.49	49.9	2311586.0	2285432.0	2294038.0	13597.0	1578.0	2373.0	0.12	0.0	1.49	0.0	1.31	2325011.0	15.63	56892.0	0.38	0.0	3.36	0.14	0.0	0.0
s108-c30-1.250-HCMNYBBXX-l3	15.24	12208774.0	50.0	9079889.0	74.37	49.87	1900158.0	1888008.0	1886300.0	10754.0	1606.0	1498.0	0.18	0.0	1.4	0.0	1.21	2500731.0	20.48	37285.0	0.31	0.0	4.78	0.06	0.0	0.0
s172-c55.1-0.625-HFWGVBBXX-l1	102.9	18436046.0	50.0	14820012.0	80.39	49.83	2459004.0	2433796.0	2437046.0	17011.0	2116.0	2831.0	0.14	0.0	1.45	0.0	1.22	2355105.0	12.77	40818.0	0.22	0.0	6.49	0.13	0.0	0.0
s177-c56-0.625-HFWGVBBXX-l1	104.59	20366667.0	50.0	16903168.0	82.99	49.84	2828712.0	2801177.0	2802874.0	19947.0	2597.0	3294.0	0.14	0.0	1.43	0.0	1.21	2689221.0	13.2	47879.0	0.24	0.0	3.42	0.15	0.0	0.0
s138-c38-1.250-HCMJNBBXX-l3	71.9	15577394.0	50.0	11135010.0	71.48	49.85	2134647.0	2121446.0	2118036.0	12914.0	1815.0	1882.0	0.17	0.0	1.39	0.0	1.2	2649670.0	17.01	36591.0	0.23	0.0	11.21	0.06	0.0	0.0
s056-c32-0.000-HCMYYBBXX-l6	123.42	6308304.0	50.0	112509.0	1.78	49.72	20320.0	20201.0	20113.0	147.0	35.0	25.0	0.16	0.01	1.34	0.0	1.37	72358.0	1.15	966.0	0.02	0.0	97.04	0.02	0.0	0.0
s009-c41-2.500-HCGYCBBXX-l5	96.95	24667255.0	50.0	19132289.0	77.56	49.85	3887979.0	3865724.0	3859399.0	22339.0	3175.0	3066.0	0.18	0.0	1.43	0.0	1.2	5055726.0	20.5	64561.0	0.26	0.0	1.62	0.06	0.0	0.0
s116-c33.1-0.000-HCHFWBBXX-l6	153.48	21658013.0	50.0	18819269.0	86.89	49.85	3338253.0	3316245.0	3308618.0	23110.0	3042.0	3483.0	0.12	0.0	1.49	0.0	1.22	2338904.0	10.8	38593.0	0.18	0.0	2.02	0.11	0.0	0.0
s201-c73.1-0.000-HCMJNBBXX-l5	153.57	45345373.0	50.0	38495520.0	84.89	49.84	6600498.0	6555732.0	6537478.0	48497.0	6698.0	7825.0	0.13	0.0	1.5	0.0	1.21	5806766.0	12.81	95202.0	0.21	0.0	1.97	0.12	0.0	0.0
s191-c63.1-0.000-HFJTMBBXX-l4	107.32	9837236.0	50.0	8493050.0	86.34	49.86	1493563.0	1483590.0	1480079.0	10658.0	1280.0	1546.0	0.12	0.0	1.48	0.0	1.22	1098926.0	11.17	19030.0	0.19	0.0	2.19	0.11	0.0	0.0
s020-c47.1-5.000-HCMYYBBXX-l4	92.33	19056414.0	50.0	15485867.0	81.26	49.86	3279730.0	3258044.0	3253485.0	21061.0	2282.0	2902.0	0.12	0.0	1.35	0.0	1.18	3335037.0	17.5	46278.0	0.24	0.0	0.92	0.08	0.0	0.0
s059-c32-2.500-HCMYYBBXX-l6	86.79	15525332.0	50.0	11699949.0	75.36	49.89	2676180.0	2662320.0	2657699.0	14797.0	1875.0	1809.0	0.11	0.0	1.4	0.0	1.29	3241802.0	20.88	39746.0	0.26	0.0	3.44	0.07	0.0	0.0
s003-c64-1.250-HCGYCBBXX-l5	119.75	23684646.0	50.0	18989442.0	80.18	49.88	3841220.0	3817532.0	3813712.0	21088.0	3082.0	3338.0	0.17	0.0	1.43	0.0	1.21	4401334.0	18.58	69418.0	0.29	0.0	0.88	0.07	0.0	0.0
s006-c41-0.000-HCGYCBBXX-l5	127.23	19861384.0	50.0	17340279.0	87.31	49.87	3090222.0	3071107.0	3063216.0	20885.0	2930.0	3191.0	0.16	0.0	1.49	0.0	1.24	2326182.0	11.71	40970.0	0.21	0.0	0.66	0.11	0.0	0.0
s226-c58.2-0.000-HFWGVBBXX-l3	81.02	41115758.0	50.0	35482902.0	86.3	49.83	6372274.0	6325814.0	6309467.0	49641.0	5440.0	7726.0	0.12	0.0	1.42	0.0	1.21	4879811.0	11.87	76639.0	0.19	0.0	1.54	0.11	0.0	0.0
s052-c7.2-0.625-HCHFWBBXX-l4	121.06	23438631.0	50.0	19788931.0	84.43	49.89	3438655.0	3404335.0	3404271.0	27090.0	3158.0	4136.0	0.11	0.0	1.47	0.0	1.32	3127878.0	13.34	57102.0	0.24	0.0	1.82	0.17	0.0	0.0
s223-c52.2-1.250-HFWGVBBXX-l3	125.73	36253165.0	50.0	28691659.0	79.14	49.83	5480155.0	5433543.0	5438238.0	31630.0	4117.0	6170.0	0.14	0.0	1.39	0.0	1.2	6537048.0	18.03	92760.0	0.26	0.0	2.48	0.09	0.0	0.0
s041-c15.1-0.000-HCHFWBBXX-l4	512.29	19922484.0	50.0	17239711.0	86.53	49.82	3076933.0	3054696.0	3049021.0	21026.0	3171.0	3715.0	0.14	0.0	1.48	0.0	1.21	2369037.0	11.89	40128.0	0.2	0.0	1.26	0.11	0.0	0.0
s125-c35-5.000-HFJTMBBXX-l2	182.93	25355485.0	50.0	18867650.0	74.41	49.85	3845240.0	3821476.0	3815109.0	23481.0	2954.0	3696.0	0.12	0.0	1.42	0.0	1.21	5103675.0	20.13	69259.0	0.27	0.0	5.11	0.08	0.0	0.0
s153-c45-1.250-HCN2JBBXX-l5	81.01	17506351.0	50.0	13477849.0	76.99	49.83	2507712.0	2488226.0	2488667.0	14654.0	1940.0	2451.0	0.13	0.0	1.34	0.0	1.2	2952368.0	16.86	53713.0	0.31	0.0	5.75	0.09	0.0	0.0
s029-c70.1-2.500-HCHFWBBXX-l3	99.74	19394741.0	50.0	15801428.0	81.47	49.86	3206270.0	3186475.0	3182588.0	18597.0	2364.0	2721.0	0.14	0.0	1.34	0.0	1.2	3376690.0	17.41	44233.0	0.23	0.0	0.82	0.07	0.0	0.0
s101-c29.1-0.000-HCHFWBBXX-l6	140.61	22614346.0	50.0	19136502.0	84.62	49.9	3574683.0	3547070.0	3543578.0	24745.0	2978.0	3382.0	0.11	0.0	1.46	0.0	1.24	2774170.0	12.27	46517.0	0.21	0.0	2.78	0.13	0.0	0.0
s213-c26.2-1.250-HFWGVBBXX-l2	107.92	19275984.0	50.0	15692003.0	81.41	49.83	3077773.0	3054255.0	3052478.0	19029.0	2695.0	3571.0	0.12	0.0	1.4	0.0	1.2	3049066.0	15.82	43656.0	0.23	0.0	2.47	0.07	0.0	0.0
s203-c73.1-1.250-HFWGVBBXX-l2	42.39	21182012.0	50.0	16791606.0	79.27	49.83	3113746.0	3089124.0	3086758.0	20610.0	2884.0	3494.0	0.12	0.01	1.41	0.0	1.2	3657402.0	17.27	54404.0	0.26	0.0	3.11	0.09	0.0	0.0
s055-c7.2-5.000-HCMYYBBXX-l6	159.84	34941980.0	50.0	27026786.0	77.35	49.88	5780065.0	5745506.0	5734993.0	36183.0	4007.0	4882.0	0.11	0.0	1.31	0.0	1.2	6895239.0	19.73	85762.0	0.25	0.0	2.59	0.08	0.0	0.0
s175-c55.1-5.000-HCN2JBBXX-l6	11.37	5153370.0	50.0	3673558.0	71.28	49.83	745221.0	740542.0	739536.0	4412.0	609.0	664.0	0.12	0.0	1.35	0.0	1.19	836986.0	16.24	11210.0	0.22	0.0	12.2	0.06	0.0	0.0
s099-c22-2.500-HFJYFBBXX-l2	161.16	18623018.0	50.0	9432760.0	50.65	49.89	2026171.0	2011938.0	2011758.0	11558.0	1568.0	1287.0	0.11	0.0	1.37	0.0	1.22	3805155.0	20.43	39600.0	0.21	0.0	28.65	0.05	0.0	0.0
