Sample	Mapping speed, Million of reads per hour	Number of input reads	Average input read length	Uniquely mapped reads number	Uniquely mapped reads %	Average mapped length	Number of splices: Total	Number of splices: Annotated (sjdb)	Number of splices: GT/AG	Number of splices: GC/AG	Number of splices: AT/AC	Number of splices: Non-canonical	Mismatch rate per base, %	Deletion rate per base	Deletion average length	Insertion rate per base	Insertion average length	Number of reads mapped to multiple loci	% of reads mapped to multiple loci	Number of reads mapped to too many loci	% of reads mapped to too many loci	% of reads unmapped: too many mismatches	% of reads unmapped: too short	% of reads unmapped: other	Number of chimeric reads	% of chimeric reads
s117-c33.1-0.625-HCMNYBBXX-l3	22.31	22999640.0	50.0	19696745.0	85.64	49.84	3209087.0	3179937.0	3178146.0	24225.0	2872.0	3844.0	0.18	0.0	1.48	0.0	1.22	2298710.0	9.99	43742.0	0.19	0.0	4.02	0.15	0.0	0.0
s053-c7.2-1.250-HCMYYBBXX-l6	142.09	20563183.0	50.0	410571.0	2.0	49.82	65725.0	65005.0	65083.0	411.0	67.0	164.0	0.14	0.01	1.4	0.0	1.19	393378.0	1.91	4916.0	0.02	0.0	96.05	0.02	0.0	0.0
s137-c38-0.625-HCMJNBBXX-l3	131.07	33712859.0	50.0	26486294.0	78.56	49.85	4549761.0	4506954.0	4509941.0	30555.0	4064.0	5201.0	0.18	0.0	1.4	0.0	1.21	5196364.0	15.41	85149.0	0.25	0.0	5.65	0.12	0.0	0.0
s178-c56-1.250-HFWGVBBXX-l1	67.38	21281871.0	50.0	16504528.0	77.55	49.83	3175142.0	3154308.0	3150770.0	18500.0	2832.0	3040.0	0.14	0.0	1.37	0.0	1.2	3848921.0	18.09	56085.0	0.26	0.0	4.02	0.08	0.0	0.0
s081-c17.1-0.000-HCMJNBBXX-l2	72.99	10847841.0	50.0	8362410.0	77.09	49.91	1564394.0	1548611.0	1550546.0	10793.0	1376.0	1679.0	0.11	0.0	1.42	0.0	1.28	1441555.0	13.29	24160.0	0.22	0.0	9.25	0.15	0.0	0.0
s107-c30-0.625-HCMNYBBXX-l3	37.09	66793455.0	50.0	54813748.0	82.06	49.89	9686133.0	9578108.0	9601460.0	65912.0	8190.0	10571.0	0.19	0.0	1.45	0.0	1.23	9068236.0	13.58	471051.0	0.71	0.0	3.49	0.17	0.0	0.0
s075-c11.1-5.000-HCMNYBBXX-l2	16.2	19336060.0	50.0	13204579.0	68.29	49.88	3020410.0	2999556.0	2999106.0	17154.0	1744.0	2406.0	0.12	0.0	1.3	0.0	1.25	3704306.0	19.16	40499.0	0.21	0.0	12.28	0.06	0.0	0.0
s189-c62-2.500-HCMJNBBXX-l4	36.53	19047150.0	50.0	14687950.0	77.11	49.86	3003530.0	2986563.0	2981940.0	16798.0	2281.0	2511.0	0.14	0.0	1.35	0.0	1.2	2896921.0	15.21	44382.0	0.23	0.0	7.38	0.06	0.0	0.0
s088-c18-1.250-HCMJNBBXX-l2	15.76	9432114.0	50.0	6929140.0	73.46	49.91	1558968.0	1546596.0	1547388.0	9202.0	1157.0	1221.0	0.11	0.0	1.33	0.0	1.26	2050508.0	21.74	26433.0	0.28	0.0	4.46	0.06	0.0	0.0
s182-c57-0.625-HCMJNBBXX-l4	47.34	24091499.0	50.0	17483741.0	72.57	49.85	2838931.0	2807230.0	2811683.0	21090.0	2639.0	3519.0	0.15	0.0	1.37	0.0	1.21	3582676.0	14.87	104767.0	0.43	0.0	11.97	0.15	0.0	0.0
s204-c73.1-2.500-HCMJNBBXX-l5	76.27	19873287.0	50.0	14777296.0	74.36	49.84	2936212.0	2918914.0	2912258.0	18613.0	2602.0	2739.0	0.14	0.01	1.41	0.0	1.2	3397097.0	17.09	47995.0	0.24	0.0	8.24	0.06	0.0	0.0
s194-c63.1-2.500-HFJTMBBXX-l4	114.19	27088815.0	50.0	21375378.0	78.91	49.84	4218944.0	4192182.0	4186530.0	25437.0	3035.0	3942.0	0.13	0.0	1.37	0.0	1.21	4655984.0	17.19	65596.0	0.24	0.0	3.59	0.07	0.0	0.0
s133-c37-1.250-HFJTMBBXX-l2	118.76	6795509.0	50.0	3741149.0	55.05	49.83	731775.0	727085.0	726306.0	4057.0	668.0	744.0	0.11	0.01	1.38	0.0	1.18	1178529.0	17.34	16197.0	0.24	0.0	27.31	0.05	0.0	0.0
s169-c54.1-2.500-HCN2JBBXX-l6	11.44	6195629.0	50.0	4583593.0	73.98	49.83	937283.0	931622.0	930202.0	5515.0	774.0	792.0	0.13	0.0	1.36	0.0	1.19	1144334.0	18.47	14253.0	0.23	0.0	7.25	0.07	0.0	0.0
s209-c14-2.500-HFWGVBBXX-l2	112.91	21420717.0	50.0	8526039.0	39.8	49.83	1718044.0	1706637.0	1705195.0	9912.0	1443.0	1494.0	0.13	0.01	1.36	0.0	1.19	3480521.0	16.25	39438.0	0.18	0.0	43.73	0.04	0.0	0.0
s196-c72-0.000-HCMJNBBXX-l4	64.2	14872186.0	50.0	12403516.0	83.4	49.87	2145465.0	2131466.0	2126072.0	15172.0	2104.0	2117.0	0.13	0.0	1.45	0.0	1.22	1786314.0	12.01	28545.0	0.19	0.0	4.28	0.11	0.0	0.0
s067-c10.1-0.625-HCHFWBBXX-l5	120.16	16522508.0	50.0	13348395.0	80.79	49.88	2462309.0	2437100.0	2438996.0	18709.0	1995.0	2609.0	0.13	0.0	1.51	0.0	1.3	2304918.0	13.95	36354.0	0.22	0.0	4.9	0.14	0.0	0.0
s127-c36-0.625-HCMJNBBXX-l3	563.43	16433423.0	50.0	10902512.0	66.34	49.84	1846402.0	1824474.0	1829551.0	12858.0	1641.0	2352.0	0.19	0.0	1.45	0.0	1.23	1821266.0	11.08	59927.0	0.36	0.0	22.07	0.14	0.0	0.0
s176-c56-0.000-HCN2JBBXX-l6	65.3	71613652.0	50.0	62609539.0	87.43	49.82	11029527.0	10958476.0	10933613.0	73377.0	10796.0	11741.0	0.12	0.0	1.48	0.0	1.22	7660900.0	10.7	141709.0	0.2	0.0	1.56	0.12	0.0	0.0
s073-c11.1-1.250-HCHFWBBXX-l5	92.26	18938264.0	50.0	14236269.0	75.17	49.88	3042359.0	3013629.0	3018817.0	18794.0	1990.0	2758.0	0.13	0.0	1.32	0.0	1.27	3176280.0	16.77	42027.0	0.22	0.0	7.75	0.09	0.0	0.0
s192-c63.1-0.625-HFJTMBBXX-l4	60.8	13460920.0	50.0	11714040.0	87.02	49.84	1939547.0	1921273.0	1920749.0	14600.0	1647.0	2551.0	0.13	0.0	1.49	0.0	1.23	1443698.0	10.73	27359.0	0.2	0.0	1.91	0.14	0.0	0.0
s202-c73.1-0.625-HCMJNBBXX-l5	63.82	13988022.0	50.0	11373944.0	81.31	49.84	1823772.0	1805619.0	1806109.0	13721.0	1681.0	2261.0	0.13	0.01	1.43	0.01	1.21	1878381.0	13.43	32218.0	0.23	0.0	4.88	0.15	0.0	0.0
s132-c37-0.625-HCMJNBBXX-l3	12.34	8930693.0	50.0	5561462.0	62.27	49.84	978688.0	969140.0	970760.0	5966.0	802.0	1160.0	0.17	0.01	1.41	0.0	1.19	1443493.0	16.16	22030.0	0.25	0.0	21.23	0.09	0.0	0.0
s220-c46.1-5.000-HCMJNBBXX-l5	276.79	77423453.0	50.0	34693941.0	44.81	49.83	6749211.0	6703204.0	6702058.0	35246.0	5458.0	6449.0	0.14	0.01	1.36	0.0	1.2	13898537.0	17.95	175119.0	0.23	0.0	36.97	0.04	0.0	0.0
s083-c17.1-1.250-HFJYFBBXX-l2	143.0	18827915.0	50.0	8965076.0	47.62	49.92	1910605.0	1895020.0	1896137.0	11444.0	1538.0	1486.0	0.11	0.0	1.28	0.0	1.28	3766945.0	20.01	37592.0	0.2	0.0	32.13	0.05	0.0	0.0
s093-c27-1.250-HCMJNBBXX-l2	42.2	32011003.0	50.0	23120802.0	72.23	49.89	5240629.0	5204771.0	5205991.0	26897.0	3076.0	4665.0	0.13	0.0	1.43	0.0	1.32	7163718.0	22.38	90160.0	0.28	0.0	5.05	0.06	0.0	0.0
s069-c10.1-2.500-HCMNYBBXX-l2	130.43	58006857.0	50.0	45077867.0	77.71	49.89	10428352.0	10355974.0	10345408.0	68441.0	7042.0	7461.0	0.13	0.0	1.4	0.0	1.27	9646967.0	16.63	111895.0	0.19	0.0	5.41	0.06	0.0	0.0
s007-c41-0.625-HCMYYBBXX-l4	173.32	13769377.0	50.0	11833405.0	85.94	49.89	1994440.0	1976426.0	1976092.0	14320.0	1772.0	2256.0	0.11	0.0	1.48	0.0	1.25	1661281.0	12.07	32643.0	0.24	0.0	1.6	0.16	0.0	0.0
s026-c70.1-0.000-HCMYYBBXX-l5	186.28	32288654.0	50.0	28229536.0	87.43	49.86	5031569.0	4995041.0	4986221.0	35975.0	4259.0	5114.0	0.11	0.0	1.45	0.01	1.22	3740918.0	11.59	62546.0	0.19	0.0	0.68	0.12	0.0	0.0
s171-c55.1-0.000-HFWGVBBXX-l1	259.51	20688951.0	50.0	17944406.0	86.73	49.83	3141845.0	3120187.0	3113828.0	21795.0	2837.0	3385.0	0.13	0.0	1.49	0.0	1.23	2257216.0	10.91	38625.0	0.19	0.0	2.06	0.11	0.0	0.0
s109-c30-2.500-HCHFWBBXX-l6	102.55	19768429.0	50.0	15133496.0	76.55	49.87	3148530.0	3128073.0	3125574.0	17752.0	2595.0	2609.0	0.12	0.0	1.4	0.0	1.21	3776344.0	19.1	54400.0	0.28	0.0	4.0	0.07	0.0	0.0
s157-c48.1-0.625-HCN2JBBXX-l5	32.56	17916716.0	50.0	15097004.0	84.26	49.82	2420703.0	2395961.0	2397436.0	17961.0	2132.0	3174.0	0.13	0.0	1.4	0.0	1.22	2158787.0	12.05	39986.0	0.22	0.0	3.31	0.15	0.0	0.0
s113-c31.1-1.250-HCHFWBBXX-l6	4.94	48020.0	50.0	4488.0	9.35	49.22	861.0	850.0	855.0	6.0	0.0	0.0	0.23	0.01	1.15	0.01	1.62	1071.0	2.23	26.0	0.05	0.0	88.36	0.01	0.0	0.0
s035-c39.1-5.000-HCMYYBBXX-l5	212.94	25848188.0	50.0	20409059.0	78.96	49.84	4118351.0	4092824.0	4083794.0	27347.0	3284.0	3926.0	0.13	0.0	1.35	0.0	1.21	5100841.0	19.73	59449.0	0.23	0.0	1.01	0.06	0.0	0.0
s095-c27-5.000-HFJYFBBXX-l2	28.85	20051743.0	50.0	14679841.0	73.21	49.91	3398829.0	3377892.0	3377267.0	17101.0	1958.0	2503.0	0.11	0.0	1.38	0.0	1.29	4047010.0	20.18	49352.0	0.25	0.0	6.3	0.06	0.0	0.0
s058-c32-1.250-HCHFWBBXX-l4	279.31	21413595.0	50.0	16502036.0	77.06	49.89	3611253.0	3586611.0	3584823.0	21254.0	2535.0	2641.0	0.12	0.0	1.4	0.0	1.31	3756541.0	17.54	50361.0	0.24	0.0	5.07	0.09	0.0	0.0
s212-c26.2-0.625-HCMJNBBXX-l5	78.3	7981787.0	50.0	6859957.0	85.95	49.83	1115079.0	1103307.0	1104080.0	8501.0	991.0	1507.0	0.14	0.0	1.44	0.0	1.21	889029.0	11.14	17469.0	0.22	0.0	2.54	0.16	0.0	0.0
s105-c29.1-5.000-HCMNYBBXX-l3	43.82	7047768.0	50.0	5352937.0	75.95	49.89	1099163.0	1092034.0	1090685.0	6697.0	829.0	952.0	0.17	0.0	1.38	0.0	1.2	1376921.0	19.54	18273.0	0.26	0.0	4.18	0.08	0.0	0.0
s219-c46.1-2.500-HCMJNBBXX-l5	79.62	2255998.0	50.0	1523143.0	67.52	49.84	302839.0	300906.0	300437.0	1876.0	250.0	276.0	0.14	0.0	1.4	0.0	1.22	353709.0	15.68	4866.0	0.22	0.0	16.54	0.06	0.0	0.0
s216-c46.1-0.000-HFWGVBBXX-l2	191.09	19268403.0	50.0	16095069.0	83.53	49.84	2842193.0	2821943.0	2817304.0	19074.0	2703.0	3112.0	0.11	0.0	1.49	0.0	1.21	2312846.0	12.0	37404.0	0.19	0.0	4.17	0.11	0.0	0.0
s214-c26.2-2.500-HCMJNBBXX-l5	112.3	9327290.0	50.0	7391433.0	79.25	49.83	1487235.0	1477631.0	1475222.0	9097.0	1274.0	1642.0	0.14	0.0	1.37	0.0	1.19	1568871.0	16.82	22652.0	0.24	0.0	3.62	0.07	0.0	0.0
s218-c46.1-1.250-HCMJNBBXX-l5	100.13	16327173.0	50.0	7724356.0	47.31	49.83	1497885.0	1487680.0	1486827.0	8359.0	1220.0	1479.0	0.14	0.0	1.39	0.0	1.2	2684476.0	16.44	33361.0	0.2	0.0	36.0	0.04	0.0	0.0
s136-c38-0.000-HCMJNBBXX-l3	43.85	12729380.0	50.0	10854638.0	85.27	49.85	1896570.0	1883734.0	1880105.0	12825.0	1721.0	1919.0	0.16	0.0	1.48	0.0	1.21	1418299.0	11.14	24474.0	0.19	0.0	3.28	0.11	0.0	0.0
s058-c32-1.250-HCMYYBBXX-l6	83.6	28888815.0	50.0	22003058.0	76.16	49.9	4829045.0	4795997.0	4794162.0	27946.0	3384.0	3553.0	0.11	0.0	1.41	0.0	1.31	5038282.0	17.44	68180.0	0.24	0.0	6.07	0.09	0.0	0.0
s143-c43.1-1.250-HFJTMBBXX-l3	217.06	16098608.0	50.0	12231853.0	75.98	49.84	2270226.0	2248504.0	2252259.0	13700.0	1816.0	2451.0	0.13	0.01	1.37	0.0	1.21	2990726.0	18.58	42697.0	0.27	0.0	5.06	0.12	0.0	0.0
s195-c63.1-5.000-HFJTMBBXX-l4	316.24	19150270.0	50.0	14612887.0	76.31	49.84	2930907.0	2912971.0	2909174.0	16870.0	2187.0	2676.0	0.13	0.01	1.35	0.0	1.22	3353776.0	17.51	46788.0	0.24	0.0	5.87	0.07	0.0	0.0
s205-c73.1-5.000-HCMJNBBXX-l5	76.48	15126908.0	50.0	11924198.0	78.83	49.85	2402979.0	2388472.0	2382682.0	15708.0	2174.0	2415.0	0.14	0.01	1.44	0.0	1.2	2451059.0	16.2	37580.0	0.25	0.0	4.65	0.07	0.0	0.0
s106-c30-0.000-HCMNYBBXX-l3	10.9	12624261.0	50.0	10795475.0	85.51	49.88	1971271.0	1957522.0	1954638.0	12908.0	1891.0	1834.0	0.17	0.0	1.45	0.0	1.24	1547311.0	12.26	26310.0	0.21	0.0	1.91	0.11	0.0	0.0
s210-c14-5.000-HCMJNBBXX-l5	68.38	17265673.0	50.0	6155994.0	35.65	49.83	1203192.0	1195129.0	1193829.0	7066.0	1037.0	1260.0	0.14	0.01	1.33	0.0	1.18	7603010.0	44.04	78521.0	0.45	0.0	19.82	0.04	0.0	0.0
s033-c39.1-1.250-HCHFWBBXX-l3	127.6	17722156.0	50.0	14508956.0	81.87	49.83	2433134.0	2407861.0	2410203.0	17459.0	2174.0	3298.0	0.16	0.0	1.38	0.0	1.23	2943228.0	16.61	41302.0	0.23	0.0	1.17	0.12	0.0	0.0
s066-c10.1-0.000-HCHFWBBXX-l5	107.72	26001761.0	50.0	21914036.0	84.28	49.9	4502913.0	4468895.0	4463096.0	32650.0	3570.0	3597.0	0.12	0.0	1.5	0.0	1.3	2951667.0	11.35	48471.0	0.19	0.0	4.08	0.1	0.0	0.0
s150-c44-5.000-HFJTMBBXX-l3	170.46	29025553.0	50.0	21315961.0	73.44	49.83	4268515.0	4241053.0	4234988.0	25804.0	3589.0	4134.0	0.13	0.0	1.36	0.0	1.19	4952565.0	17.06	69741.0	0.24	0.0	9.19	0.07	0.0	0.0
s027-c70.1-0.625-HCMYYBBXX-l5	138.42	19878239.0	50.0	17114526.0	86.1	49.86	2850117.0	2822128.0	2824764.0	19835.0	2354.0	3164.0	0.12	0.0	1.41	0.0	1.21	2507627.0	12.61	46945.0	0.24	0.0	0.91	0.14	0.0	0.0
s034-c39.1-2.500-HCMYYBBXX-l5	187.26	36775660.0	50.0	29061742.0	79.02	49.84	5620469.0	5585184.0	5573315.0	36677.0	4855.0	5622.0	0.13	0.0	1.3	0.0	1.22	7360015.0	20.01	87218.0	0.24	0.0	0.66	0.06	0.0	0.0
s124-c35-2.500-HFJTMBBXX-l2	122.81	11291940.0	50.0	8746957.0	77.46	49.86	1822368.0	1811602.0	1807767.0	11531.0	1435.0	1635.0	0.12	0.0	1.45	0.0	1.23	2216111.0	19.63	28619.0	0.25	0.0	2.59	0.07	0.0	0.0
s156-c48.1-0.000-HCN2JBBXX-l5	104.21	22637312.0	50.0	19280523.0	85.17	49.84	3448036.0	3424338.0	3416598.0	24143.0	3386.0	3909.0	0.12	0.0	1.42	0.0	1.21	2520985.0	11.14	43423.0	0.19	0.0	3.39	0.11	0.0	0.0
s102-c29.1-0.625-HCMNYBBXX-l3	56.37	6858297.0	50.0	5900076.0	86.03	49.85	988205.0	979581.0	978766.0	7398.0	882.0	1159.0	0.18	0.0	1.43	0.0	1.24	776648.0	11.32	13675.0	0.2	0.0	2.31	0.14	0.0	0.0
s121-c35-0.000-HFJTMBBXX-l2	226.59	11896126.0	50.0	9901563.0	83.23	49.87	1746965.0	1732832.0	1731133.0	12255.0	1615.0	1962.0	0.11	0.0	1.52	0.0	1.22	1396671.0	11.74	24178.0	0.2	0.0	4.69	0.13	0.0	0.0
s068-c10.1-1.250-HCMNYBBXX-l2	98.57	27434077.0	50.0	21224910.0	77.37	49.89	4139955.0	4091595.0	4103651.0	29061.0	3187.0	4056.0	0.13	0.0	1.47	0.0	1.3	4346544.0	15.84	62917.0	0.23	0.0	6.44	0.12	0.0	0.0
s163-c51-1.250-HFWGVBBXX-l1	111.03	10085283.0	50.0	7991406.0	79.24	49.82	1864543.0	1855342.0	1856549.0	5692.0	683.0	1619.0	0.14	0.0	1.45	0.0	1.28	1598088.0	15.85	21749.0	0.22	0.0	4.64	0.06	0.0	0.0
s098-c22-1.250-HFJYFBBXX-l2	160.62	28956002.0	50.0	17021142.0	58.78	49.9	3635301.0	3606466.0	3608360.0	21603.0	2459.0	2879.0	0.11	0.0	1.34	0.0	1.24	5530104.0	19.1	59507.0	0.21	0.0	21.86	0.06	0.0	0.0
s104-c29.1-2.500-HCMNYBBXX-l3	38.24	7690609.0	50.0	5718414.0	74.36	49.85	1103258.0	1095887.0	1094602.0	6637.0	887.0	1132.0	0.18	0.01	1.36	0.0	1.19	1474114.0	19.17	19774.0	0.26	0.0	6.14	0.08	0.0	0.0
s179-c56-2.500-HFWGVBBXX-l1	74.17	17099927.0	50.0	12940069.0	75.67	49.84	2532081.0	2516989.0	2512804.0	14544.0	2303.0	2430.0	0.13	0.0	1.35	0.0	1.2	3010785.0	17.61	44513.0	0.26	0.0	6.39	0.07	0.0	0.0
s217-c46.1-0.625-HFWGVBBXX-l2	183.11	20192689.0	50.0	14041304.0	69.54	49.83	2464136.0	2439640.0	2442676.0	16443.0	2050.0	2967.0	0.13	0.0	1.44	0.0	1.21	3269078.0	16.19	103097.0	0.51	0.0	13.65	0.11	0.0	0.0
s032-c39.1-0.625-HCMYYBBXX-l5	115.89	6083996.0	50.0	5206900.0	85.58	49.84	895044.0	887505.0	886271.0	6911.0	817.0	1045.0	0.12	0.0	1.41	0.0	1.25	800758.0	13.16	11514.0	0.19	0.0	0.96	0.11	0.0	0.0
s007-c41-0.625-HCGYCBBXX-l5	126.4	22329991.0	50.0	19193112.0	85.95	49.87	3219096.0	3189903.0	3189662.0	22965.0	2881.0	3588.0	0.17	0.0	1.48	0.0	1.24	2735678.0	12.25	52086.0	0.23	0.0	1.41	0.15	0.0	0.0
s188-c62-1.250-HCMJNBBXX-l4	91.46	19815475.0	50.0	15532529.0	78.39	49.85	3018487.0	3000099.0	2996142.0	17246.0	2328.0	2771.0	0.14	0.0	1.33	0.0	1.2	3241538.0	16.36	49627.0	0.25	0.0	4.94	0.07	0.0	0.0
s215-c26.2-5.000-HCMJNBBXX-l5	103.73	12880237.0	50.0	10136174.0	78.7	49.83	2054076.0	2040921.0	2037511.0	12622.0	1820.0	2123.0	0.14	0.0	1.37	0.0	1.2	2233330.0	17.34	31504.0	0.24	0.0	3.65	0.07	0.0	0.0
s168-c54.1-1.250-HCN2JBBXX-l6	33.88	26397826.0	50.0	20624467.0	78.13	49.83	4025212.0	3995699.0	3994277.0	23874.0	3345.0	3716.0	0.13	0.0	1.38	0.0	1.19	4580021.0	17.35	59793.0	0.23	0.0	4.21	0.08	0.0	0.0
s053-c7.2-1.250-HCHFWBBXX-l4	106.71	20512089.0	50.0	414472.0	2.02	49.82	66362.0	65620.0	65732.0	401.0	59.0	170.0	0.15	0.01	1.4	0.0	1.21	394779.0	1.92	4782.0	0.02	0.0	96.01	0.02	0.0	0.0
s089-c18-2.500-HCMJNBBXX-l2	21.28	13671004.0	50.0	10144395.0	74.2	49.92	2307540.0	2290826.0	2290591.0	13702.0	1719.0	1528.0	0.11	0.0	1.35	0.0	1.26	2786485.0	20.38	34842.0	0.25	0.0	5.1	0.06	0.0	0.0
s055-c7.2-5.000-HCHFWBBXX-l4	300.62	20125056.0	50.0	15582283.0	77.43	49.88	3321289.0	3301513.0	3295149.0	20909.0	2407.0	2824.0	0.12	0.0	1.31	0.0	1.2	3961685.0	19.69	48756.0	0.24	0.0	2.57	0.08	0.0	0.0
s227-c58.2-0.625-HFWGVBBXX-l3	76.17	38188542.0	50.0	32610185.0	85.39	49.83	5442453.0	5389331.0	5388164.0	42112.0	4869.0	7308.0	0.13	0.0	1.38	0.0	1.23	4542606.0	11.9	72305.0	0.19	0.0	2.4	0.13	0.0	0.0
s208-c14-1.250-HFWGVBBXX-l2	150.88	19362391.0	50.0	10830295.0	55.93	49.84	2093287.0	2079458.0	2077108.0	12440.0	1788.0	1951.0	0.12	0.01	1.35	0.0	1.18	3630354.0	18.75	45723.0	0.24	0.0	25.03	0.05	0.0	0.0
s094-c27-2.500-HFJYFBBXX-l2	29.54	20485974.0	50.0	15604700.0	76.17	49.9	3436709.0	3415897.0	3414132.0	17815.0	1982.0	2780.0	0.12	0.0	1.44	0.0	1.29	4061630.0	19.83	53825.0	0.26	0.0	3.67	0.07	0.0	0.0
s230-c58.2-5.000-HCMJNBBXX-l6	244.82	33255283.0	50.0	26634444.0	80.09	49.82	5581538.0	5547349.0	5536629.0	35338.0	3968.0	5603.0	0.13	0.0	1.27	0.0	1.2	5165515.0	15.53	69781.0	0.21	0.0	4.1	0.06	0.0	0.0
s061-c25.1-0.000-HCMNYBBXX-l2	143.63	2353953.0	50.0	2051532.0	87.15	49.87	357350.0	354609.0	354004.0	2652.0	307.0	387.0	0.13	0.0	1.4	0.0	1.24	257034.0	10.92	4552.0	0.19	0.0	1.6	0.14	0.0	0.0
s091-c27-0.000-HFJYFBBXX-l2	19.32	6656104.0	50.0	5582802.0	83.87	49.9	1074011.0	1066725.0	1065810.0	6407.0	827.0	967.0	0.1	0.0	1.53	0.0	1.32	915015.0	13.75	13048.0	0.2	0.0	2.08	0.1	0.0	0.0
s052-c7.2-0.625-HCMYYBBXX-l6	102.26	14145633.0	50.0	11929498.0	84.33	49.89	2072216.0	2051424.0	2051585.0	16167.0	1946.0	2518.0	0.1	0.0	1.47	0.0	1.31	1900775.0	13.44	34852.0	0.25	0.0	1.81	0.17	0.0	0.0
s108-c30-1.250-HCHFWBBXX-l6	123.06	20133727.0	50.0	15004826.0	74.53	49.88	3151441.0	3130811.0	3128179.0	18004.0	2643.0	2615.0	0.12	0.0	1.4	0.0	1.21	4114804.0	20.44	60935.0	0.3	0.0	4.67	0.06	0.0	0.0
s028-c70.1-1.250-HCHFWBBXX-l3	129.01	18993454.0	50.0	15218166.0	80.12	49.87	3014643.0	2994303.0	2992488.0	17306.0	2311.0	2538.0	0.14	0.0	1.34	0.0	1.2	3485022.0	18.35	51876.0	0.27	0.0	1.18	0.07	0.0	0.0
s174-c55.1-2.500-HCN2JBBXX-l6	72.83	72039699.0	50.0	51468172.0	71.44	49.84	10380603.0	10316257.0	10302183.0	61474.0	8482.0	8464.0	0.12	0.0	1.36	0.0	1.2	12249383.0	17.0	157014.0	0.22	0.0	11.28	0.06	0.0	0.0
s072-c11.1-0.625-HCMNYBBXX-l2	89.96	26764465.0	50.0	22127103.0	82.67	49.89	4097853.0	4054897.0	4058902.0	31477.0	3139.0	4335.0	0.12	0.0	1.44	0.0	1.31	3341546.0	12.49	52646.0	0.2	0.0	4.52	0.13	0.0	0.0
s003-c64-1.250-HCMYYBBXX-l4	137.95	24639673.0	50.0	19754859.0	80.18	49.89	3999612.0	3975098.0	3970936.0	21917.0	3242.0	3517.0	0.11	0.0	1.42	0.0	1.2	4530705.0	18.39	73437.0	0.3	0.0	1.07	0.07	0.0	0.0
s059-c32-2.500-HCHFWBBXX-l4	97.48	24504371.0	50.0	18530097.0	75.62	49.89	4234877.0	4212899.0	4206001.0	23099.0	2976.0	2801.0	0.12	0.0	1.41	0.0	1.29	5110696.0	20.86	62161.0	0.25	0.0	3.2	0.07	0.0	0.0
s116-c33.1-0.000-HCMNYBBXX-l3	13.45	20012160.0	50.0	17394019.0	86.92	49.84	3082300.0	3061703.0	3055152.0	21187.0	2781.0	3180.0	0.17	0.0	1.49	0.0	1.22	2179144.0	10.89	35965.0	0.18	0.0	1.9	0.11	0.0	0.0
s006-c41-0.000-HCMYYBBXX-l4	217.1	7296806.0	50.0	6349882.0	87.02	49.88	1130357.0	1123258.0	1120548.0	7519.0	1098.0	1192.0	0.1	0.0	1.49	0.0	1.23	844452.0	11.57	15367.0	0.21	0.0	1.08	0.11	0.0	0.0
s197-c72-0.625-HCMJNBBXX-l4	65.48	15005529.0	50.0	11122164.0	74.12	49.86	1853700.0	1834728.0	1837298.0	12715.0	1587.0	2100.0	0.14	0.0	1.38	0.0	1.21	2102521.0	14.01	33961.0	0.23	0.0	11.52	0.12	0.0	0.0
s126-c36-0.000-HCMJNBBXX-l3	198.19	18387466.0	50.0	15403185.0	83.77	49.86	2803130.0	2783932.0	2779763.0	17892.0	2673.0	2802.0	0.16	0.0	1.48	0.0	1.23	2262112.0	12.3	38270.0	0.21	0.0	3.61	0.11	0.0	0.0
s021-c21.1-0.000-HCHFWBBXX-l3	130.06	20990969.0	50.0	18138999.0	86.41	49.86	3221566.0	3198144.0	3191799.0	23711.0	2695.0	3361.0	0.14	0.0	1.42	0.0	1.2	2582453.0	12.3	37086.0	0.18	0.0	1.0	0.1	0.0	0.0
s074-c11.1-2.500-HCMNYBBXX-l2	190.55	25195359.0	50.0	81444.0	0.32	49.73	15077.0	14901.0	14942.0	94.0	10.0	31.0	0.24	0.01	1.36	0.0	1.09	106677.0	0.42	1172.0	0.0	0.0	99.25	0.0	0.0	0.0
s041-c15.1-0.000-HCMYYBBXX-l6	107.5	63393201.0	50.0	55144295.0	86.99	49.82	9861247.0	9789423.0	9772759.0	66783.0	9897.0	11808.0	0.12	0.0	1.49	0.0	1.21	7437221.0	11.73	121462.0	0.19	0.0	0.98	0.11	0.0	0.0
s172-c55.1-0.625-HCN2JBBXX-l6	37.64	10183944.0	50.0	8174954.0	80.27	49.83	1352406.0	1338370.0	1340132.0	9548.0	1177.0	1549.0	0.13	0.0	1.45	0.01	1.22	1296884.0	12.73	22448.0	0.22	0.0	6.64	0.14	0.0	0.0
s177-c56-0.625-HCN2JBBXX-l6	32.63	4422862.0	50.0	3635715.0	82.2	49.84	608577.0	602718.0	603051.0	4317.0	561.0	648.0	0.13	0.0	1.43	0.0	1.21	578629.0	13.08	10354.0	0.23	0.0	4.34	0.15	0.0	0.0
